event_name,began_local,estimated_end_local,venue_name,address,city,country,segment,genre,description,estimated_attendance,event_url
Romeo & Julia,2026-07-23T19:30:00+02:00,2026-07-23T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,553,https://www.ticketmaster.de/event/romeo--julia-tickets/507960208?language=en-us
Cirque du Soleil ALIZÉ,2026-07-24T16:00:00+02:00,2026-07-24T18:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,777,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1835778498?language=en-us
Romeo & Julia,2026-07-24T19:30:00+02:00,2026-07-24T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,485,https://www.ticketmaster.de/event/romeo--julia-tickets/2021126095?language=en-us
Pabllo Vittar presents: Club Vittar,2026-07-24T20:00:00+02:00,2026-07-24T23:00:00+02:00,,Hasenheide 107 - 113,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,1421,https://www.ticketmaster.de/event/pabllo-vittar-presents-club-vittar-tickets/1332695226?language=en-us
Cirque du Soleil ALIZÉ,2026-07-24T20:00:00+02:00,2026-07-24T22:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,528,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1796040215?language=en-us
Max Cooper Live A/V - Feeling Is Structure album Tour,2026-07-24T22:00:00+02:00,2026-07-25T01:00:00+02:00,Haus der Visionäre, Eichenstraße 4A,Berlin,Germany,Music,Dance/Electronic,Segment: Music | Genre: Dance/Electronic,1721,https://www.ticketmaster.de/event/max-cooper-live-a-v-feeling-is-structure-album-tour-tickets/2091501796?language=en-us
Bottoms Up Brunch! (CSD SPECIAL),2026-07-25T12:00:00+02:00,2026-07-25T14:00:00+02:00,Vagabund Brauerei Kesselhaus,Oudenarder Str. 16-20,Berlin,Germany,Arts & Theatre,Variety,Segment: Arts & Theatre | Genre: Variety,765,https://www.universe.com/events/bottoms-up-brunch-csd-special-tickets-ZTYJFX?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-07-25T16:00:00+02:00,2026-07-25T18:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,641,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/684163094?language=en-us
A night with Sinatra in Berlin,2026-07-25T19:30:00+02:00,2026-07-25T21:30:00+02:00,,Budapester Straße 45,Berlin,Germany,Arts & Theatre,Fine Art,Segment: Arts & Theatre | Genre: Fine Art,556,https://www.universe.com/events/a-night-with-sinatra-in-berlin-tickets-F5DCYB?ref=ticketmaster
Romeo & Julia,2026-07-25T19:30:00+02:00,2026-07-25T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,663,https://www.ticketmaster.de/event/romeo--julia-tickets/622325137?language=en-us
Cirque du Soleil ALIZÉ,2026-07-25T20:00:00+02:00,2026-07-25T22:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,520,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/607293121?language=en-us
Cirque du Soleil ALIZÉ,2026-07-26T13:00:00+02:00,2026-07-26T15:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,688,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/30007189?language=en-us
Cirque du Soleil ALIZÉ,2026-07-26T17:00:00+02:00,2026-07-26T19:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,600,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/272481014?language=en-us
Lachkater Open Air Stand Up Comedy Show Luftschloss Tempelhofer Feld,2026-07-26T19:30:00+02:00,2026-07-26T21:30:00+02:00,Luftschloss Tempelhofer Feld,Tempelhofer Damm 85,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,691,https://www.universe.com/events/lachkater-open-air-stand-up-comedy-show-luftschloss-tempelhofer-feld-tickets-XD15QP?ref=ticketmaster
WIR ARBEITEN DRAN - Stand-up Comedy Berlin,2026-07-27T20:00:00+02:00,2026-07-27T22:00:00+02:00,Oblomov Kreuzkoelln,Lenaustraße 7,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,628,https://www.universe.com/events/wir-arbeiten-dran-stand-up-comedy-berlin-tickets-LF359S?ref=ticketmaster
Benedict Cork,2026-07-27T20:00:00+02:00,2026-07-27T23:00:00+02:00,Mikropol,Nollendorfplatz 5,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,1928,https://www.ticketmaster.de/event/benedict-cork-tickets/1133650603?language=en-us
Lenny Kravitz | Box seat in the Ticketmaster Suite,2026-07-27T20:00:00+02:00,2026-07-27T23:00:00+02:00,Uber Arena,Uber-Platz 1,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,1727,https://www.ticketmaster.de/event/lenny-kravitz-%7C-box-seat-in-the-ticketmaster-suite-tickets/1054633677?language=en-us
Kidd Voodoo - Euforia World Tour,2026-07-27T20:00:00+02:00,2026-07-27T23:00:00+02:00,Columbia Theater,Columbiadamm 9-11,Berlin,Germany,Music,Hip-Hop/Rap,Segment: Music | Genre: Hip-Hop/Rap,1619,https://www.ticketmaster.de/event/kidd-voodoo-euforia-world-tour-tickets/930349799?language=en-us
The Swingin' Hermlins,2026-07-28T19:00:00+02:00,2026-07-28T21:00:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,610,https://www.ticketmaster.de/event/the-swingin-hermlins-tickets/284480560?language=en-us
Cirque du Soleil ALIZÉ,2026-07-29T18:30:00+02:00,2026-07-29T20:30:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,445,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/509770027?language=en-us
Was Ihr wollt,2026-07-29T19:30:00+02:00,2026-07-29T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,628,https://www.ticketmaster.de/event/was-ihr-wollt-tickets/1994522242?language=en-us
Cirque du Soleil ALIZÉ,2026-07-30T19:30:00+02:00,2026-07-30T21:30:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,577,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/162611959?language=en-us
Hamlet,2026-07-30T19:30:00+02:00,2026-07-30T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,673,https://www.ticketmaster.de/event/hamlet-tickets/725169591?language=en-us
Cirque du Soleil ALIZÉ,2026-07-31T16:00:00+02:00,2026-07-31T18:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,659,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1194176914?language=en-us
Young Euro Classic 2026 | Bundesjugendorchester (Germany),2026-07-31T19:00:00+02:00,2026-07-31T21:00:00+02:00,,Gendarmenmarkt 2,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,660,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-bundesjugendorchester-germany--tickets/614324563?language=en-us
Jeder stirbt für sich allein,2026-07-31T19:30:00+02:00,2026-07-31T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,694,https://www.ticketmaster.de/event/jeder-stirbt-fur-sich-allein-tickets/217254975?language=en-us
20 Jahre Alligatoah – Einmaliges Jubiläumskonzert,2026-07-31T20:00:00+02:00,2026-07-31T23:00:00+02:00,,Straße am FEZ 4,Berlin,Germany,Music,Hip-Hop/Rap,Segment: Music | Genre: Hip-Hop/Rap,2394,https://www.ticketmaster.de/event/20-jahre-alligatoah--einmaliges-jubilaumskonzert-tickets/755569290?language=en-us
Cirque du Soleil ALIZÉ,2026-07-31T20:00:00+02:00,2026-07-31T22:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,547,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/376660012?language=en-us
Future Now -  Festivalpass für 3 Konzerte über (+49 (0)30 8410 8909,2026-08-01T00:00:00+02:00,2026-08-01T02:00:00+02:00,,Gendarmenmarkt,Berlin,Germany,Miscellaneous,Fairs & Festivals,Segment: Miscellaneous | Genre: Fairs & Festivals,608,https://www.ticketmaster.de/event/future-now-festivalpass-fur-3-konzerte-uber-49-0-30-8410-8909-tickets/1934059541?language=en-us
Young Euro Classic 2026 | Future Now - Festivalpass für 5 Konzerte,2026-08-01T16:00:00+02:00,2026-08-01T18:00:00+02:00,,Gendarmenmarkt,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,687,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-future-now-festivalpass-fur-5-konzerte-tickets/2020761361?language=en-us
Cirque du Soleil ALIZÉ,2026-08-01T16:00:00+02:00,2026-08-01T18:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,667,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/458400152?language=en-us
Young Euro Classic 2026 | Future Now - MOHIRON (Tadschikistan),2026-08-01T16:30:00+02:00,2026-08-01T18:30:00+02:00,,Gendarmenmarkt,Berlin,Germany,Miscellaneous,Fairs & Festivals,Segment: Miscellaneous | Genre: Fairs & Festivals,496,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-future-now-mohiron-tadschikistan--tickets/1912703263?language=en-us
Young Euro Classic 2026 | Youth Symphony Orchestra of Ukraine,2026-08-01T19:00:00+02:00,2026-08-01T21:00:00+02:00,,Gendarmenmarkt 2,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,602,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-youth-symphony-orchestra-of-ukraine-tickets/1022207203?language=en-us
A night with Sinatra in Berlin,2026-08-01T19:30:00+02:00,2026-08-01T21:30:00+02:00,,Budapester Straße 45,Berlin,Germany,Arts & Theatre,Fine Art,Segment: Arts & Theatre | Genre: Fine Art,448,https://www.universe.com/events/a-night-with-sinatra-in-berlin-tickets-F5DCYB?ref=ticketmaster
1984,2026-08-01T19:30:00+02:00,2026-08-01T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Miscellaneous,Segment: Arts & Theatre | Genre: Miscellaneous,405,https://www.ticketmaster.de/event/1984-tickets/513643456?language=en-us
20 Jahre Alligatoah – Einmaliges Zusatzjubiläumskonzert,2026-08-01T20:00:00+02:00,2026-08-01T23:00:00+02:00,,Straße am FEZ 4,Berlin,Germany,Music,Hip-Hop/Rap,Segment: Music | Genre: Hip-Hop/Rap,2199,https://www.ticketmaster.de/event/20-jahre-alligatoah--einmaliges-zusatzjubilaumskonzert-tickets/2084113470?language=en-us
Cirque du Soleil ALIZÉ,2026-08-01T20:00:00+02:00,2026-08-01T22:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,608,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1541733988?language=en-us
Cirque du Soleil ALIZÉ,2026-08-02T13:00:00+02:00,2026-08-02T15:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,676,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1055125712?language=en-us
Young Euro Classic 2026 | Future Now - Lách Tách (Vietnam),2026-08-02T16:30:00+02:00,2026-08-02T18:30:00+02:00,,Gendarmenmarkt,Berlin,Germany,Miscellaneous,Fairs & Festivals,Segment: Miscellaneous | Genre: Fairs & Festivals,656,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-future-now-lach-tach-vietnam--tickets/569098875?language=en-us
Cirque du Soleil ALIZÉ,2026-08-02T17:00:00+02:00,2026-08-02T19:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,738,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/719369365?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-02T19:00:00+02:00,2026-08-02T21:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,628,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Young Euro Classic 2026 | Orchestre National des Jeunes du Luxembourg,2026-08-02T19:00:00+02:00,2026-08-02T21:00:00+02:00,,Gendarmenmarkt 2,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,577,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-orchestre-national-des-jeunes-du-luxembourg-tickets/431711173?language=en-us
Young Euro Classic 2026 | European Union Youth Orchestra,2026-08-03T19:00:00+02:00,2026-08-03T21:00:00+02:00,,Gendarmenmarkt 2,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,559,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-european-union-youth-orchestra-tickets/1187934324?language=en-us
WIR ARBEITEN DRAN - Stand-up Comedy Berlin,2026-08-03T20:00:00+02:00,2026-08-03T22:00:00+02:00,Oblomov Kreuzkoelln,Lenaustraße 7,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,721,https://www.universe.com/events/wir-arbeiten-dran-stand-up-comedy-berlin-tickets-LF359S?ref=ticketmaster
The Swingin' Hermlins,2026-08-04T19:00:00+02:00,2026-08-04T22:00:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Music,Jazz,Segment: Music | Genre: Jazz,1626,https://www.ticketmaster.de/event/the-swingin-hermlins-tickets/1836281295?language=en-us
Young Euro Classic 2026 | National Youth Orchestra of the USA,2026-08-04T19:00:00+02:00,2026-08-04T21:00:00+02:00,,Gendarmenmarkt 2,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,766,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-national-youth-orchestra-of-the-usa-tickets/446538162?language=en-us
Young Euro Classic 2026 | Zhejiang Conservatory of Music,2026-08-05T19:00:00+02:00,2026-08-05T21:00:00+02:00,,Gendarmenmarkt 2,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,569,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-zhejiang-conservatory-of-music-tickets/764887906?language=en-us
Hamlet,2026-08-05T19:30:00+02:00,2026-08-05T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,679,https://www.ticketmaster.de/event/hamlet-tickets/709897766?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-05T20:00:00+02:00,2026-08-05T22:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,509,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-08-06T18:30:00+02:00,2026-08-06T20:30:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,483,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/106563287?language=en-us
Young Euro Classic 2026 | Jong Metropole Symphonic Jazz Orchestra,2026-08-06T19:00:00+02:00,2026-08-06T21:00:00+02:00,,Gendarmenmarkt 2,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,465,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-jong-metropole-symphonic-jazz-orchestra-tickets/384825109?language=en-us
Hamlet,2026-08-06T19:30:00+02:00,2026-08-06T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,655,https://www.ticketmaster.de/event/hamlet-tickets/136645008?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-06T20:00:00+02:00,2026-08-06T22:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,712,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-08-07T16:00:00+02:00,2026-08-07T18:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,640,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/953141855?language=en-us
Young Euro Classic 2026 | Jovem Orquestra Portuguesa,2026-08-07T19:00:00+02:00,2026-08-07T21:00:00+02:00,,Gendarmenmarkt 2,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,604,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-jovem-orquestra-portuguesa-tickets/1725461891?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-07T19:00:00+02:00,2026-08-07T21:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,654,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
1984,2026-08-07T19:30:00+02:00,2026-08-07T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,645,https://www.ticketmaster.de/event/1984-tickets/1914452419?language=en-us
Cirque du Soleil ALIZÉ,2026-08-07T20:00:00+02:00,2026-08-07T22:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,703,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/598662906?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-07T21:00:00+02:00,2026-08-07T23:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,671,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
MAGMA 2026 | 08.08.2026 DAY 1 TICKET,2026-08-08T12:00:00+02:00,2026-08-08T15:00:00+02:00,RSO.BERLIN,Schnellerstraße 137,Berlin,Germany,Music,Dance/Electronic,Segment: Music | Genre: Dance/Electronic,1964,https://www.ticketmaster.de/event/magma-2026-%7C-08082026-day-1-ticket-tickets/62177948?language=en-us
Metal On The Beach Open Air,2026-08-08T16:00:00+02:00,2026-08-08T19:00:00+02:00,Beach Neukölln,Treptower Str. 39,Berlin,Germany,Music,Metal,Segment: Music | Genre: Metal,1759,https://www.universe.com/events/metal-on-the-beach-open-air-tickets-RW9N17?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-08-08T16:00:00+02:00,2026-08-08T18:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,593,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1540207008?language=en-us
Young Euro Classic 2026 | Future Now - JISR // BRÜCKE (Marokko),2026-08-08T16:30:00+02:00,2026-08-08T18:30:00+02:00,,Gendarmenmarkt,Berlin,Germany,Miscellaneous,Fairs & Festivals,Segment: Miscellaneous | Genre: Fairs & Festivals,532,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-future-now-jisr-brucke-marokko--tickets/133346316?language=en-us
Young Euro Classic 2026 | Nationale Jugendphilharmonie der Türkei,2026-08-08T19:00:00+02:00,2026-08-08T21:00:00+02:00,,Gendarmenmarkt 2,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,605,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-nationale-jugendphilharmonie-der-turkei-tickets/1176834191?language=en-us
A night with Sinatra in Berlin,2026-08-08T19:30:00+02:00,2026-08-08T21:30:00+02:00,,Budapester Straße 45,Berlin,Germany,Arts & Theatre,Fine Art,Segment: Arts & Theatre | Genre: Fine Art,455,https://www.universe.com/events/a-night-with-sinatra-in-berlin-tickets-F5DCYB?ref=ticketmaster
Jeder stirbt für sich allein,2026-08-08T19:30:00+02:00,2026-08-08T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,594,https://www.ticketmaster.de/event/jeder-stirbt-fur-sich-allein-tickets/1735331789?language=en-us
Cirque du Soleil ALIZÉ,2026-08-08T20:00:00+02:00,2026-08-08T22:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,672,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/770332644?language=en-us
MAGMA 2026 | 08.+09.08.2026 WEEKEND TICKET,2026-08-09T00:00:00+02:00,2026-08-09T03:00:00+02:00,RSO.BERLIN,Schnellerstraße 137,Berlin,Germany,Music,Dance/Electronic,Segment: Music | Genre: Dance/Electronic,2057,https://www.ticketmaster.de/event/magma-2026-%7C-0809082026-weekend-ticket-tickets/745249883?language=en-us
Young Euro Classic | Rock’n Roll im Konzerthaus,2026-08-09T11:00:00+02:00,2026-08-09T14:00:00+02:00,,Gendarmenmarkt 2,Berlin,Germany,Music,Children's Music,Segment: Music | Genre: Children's Music,1992,https://www.ticketmaster.de/event/young-euro-classic-%7C-rockn-roll-im-konzerthaus-tickets/1586317601?language=en-us
MAGMA 2026 | 09.08.2026 DAY 2 TICKET,2026-08-09T12:00:00+02:00,2026-08-09T15:00:00+02:00,RSO.BERLIN,Schnellerstraße 137,Berlin,Germany,Music,Dance/Electronic,Segment: Music | Genre: Dance/Electronic,2038,https://www.ticketmaster.de/event/magma-2026-%7C-09082026-day-2-ticket-tickets/1445556733?language=en-us
Young Euro Classic | Mäuse auf dem Mond,2026-08-09T12:30:00+02:00,2026-08-09T15:30:00+02:00,,Gendarmenmarkt,Berlin,Germany,Music,Children's Music,Segment: Music | Genre: Children's Music,1835,https://www.ticketmaster.de/event/young-euro-classic-%7C-mause-auf-dem-mond-tickets/1820077423?language=en-us
Cirque du Soleil ALIZÉ,2026-08-09T13:00:00+02:00,2026-08-09T15:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,627,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/246609196?language=en-us
Young Euro Classic | Mäuse auf dem Mond,2026-08-09T14:00:00+02:00,2026-08-09T16:00:00+02:00,,Gendarmenmarkt,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,684,https://www.ticketmaster.de/event/young-euro-classic-%7C-mause-auf-dem-mond-tickets/143434378?language=en-us
Cirque du Soleil ALIZÉ,2026-08-09T17:00:00+02:00,2026-08-09T19:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,478,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1657715188?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-09T19:00:00+02:00,2026-08-09T21:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,695,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Young Euro Classic 2026 | Youth Symphony Orchestra of Turkmenistan,2026-08-09T19:00:00+02:00,2026-08-09T21:00:00+02:00,,Gendarmenmarkt 2,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,711,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-youth-symphony-orchestra-of-turkmenistan-tickets/705785346?language=en-us
Lachkater Open Air Stand Up Comedy Show Luftschloss Tempelhofer Feld,2026-08-09T19:30:00+02:00,2026-08-09T21:30:00+02:00,Luftschloss Tempelhofer Feld,Tempelhofer Damm 85,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,630,https://www.universe.com/events/lachkater-open-air-stand-up-comedy-show-luftschloss-tempelhofer-feld-tickets-XD15QP?ref=ticketmaster
YEC 2026 | Orchestra of the Americas & Penderecki Youth Orchestra,2026-08-10T19:00:00+02:00,2026-08-10T21:00:00+02:00,,Gendarmenmarkt 2,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,793,https://www.ticketmaster.de/event/yec-2026-%7C-orchestra-of-the-americas--penderecki-youth-orchestra-tickets/2094424221?language=en-us
WIR ARBEITEN DRAN - Stand-up Comedy Berlin,2026-08-10T20:00:00+02:00,2026-08-10T22:00:00+02:00,Oblomov Kreuzkoelln,Lenaustraße 7,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,729,https://www.universe.com/events/wir-arbeiten-dran-stand-up-comedy-berlin-tickets-LF359S?ref=ticketmaster
"Young Euro Classic 2026 | The Jakob Manz – Karthik Mani Project	",2026-08-11T19:00:00+02:00,2026-08-11T21:00:00+02:00,,Gendarmenmarkt 2,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,512,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-the-jakob-manz--karthik-mani-project-tickets/2058765132?language=en-us
The Swingin' Hermlins,2026-08-11T19:00:00+02:00,2026-08-11T22:00:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Music,Jazz,Segment: Music | Genre: Jazz,2033,https://www.ticketmaster.de/event/the-swingin-hermlins-tickets/649531811?language=en-us
Young Euro Classic 2026 | Ulster Youth Orchestra,2026-08-12T19:00:00+02:00,2026-08-12T21:00:00+02:00,,Gendarmenmarkt 2,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,626,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-ulster-youth-orchestra-tickets/1910553062?language=en-us
Ein Sommernachtstraum,2026-08-12T19:30:00+02:00,2026-08-12T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,604,https://www.ticketmaster.de/event/ein-sommernachtstraum-tickets/737724095?language=en-us
